dataset_name,model_type,batch_size,hidden_channels,num_layers,learning_rate,epochs,num_nodes,density,num_graphs,training_time,computation_time,peak_memory,throughput,computation_throughput
FakeDataset_50,std_concat,64,32,7,0.0001,10,50,0.1,512,4.946221828460693,0.4955253601074219,202.025472,2.0217451515133695,20.180601852208255
FakeDataset_50,alternative_sum,64,32,7,0.0001,10,50,0.1,512,5.046911716461182,0.963803768157959,53.548544,1.9814097336760725,10.375556031610252
FakeDataset_50,std_concat,64,64,7,0.0001,10,50,0.1,512,5.0230817794799805,0.6880993843078613,323.892224,1.9908097138397098,14.53278440302443
FakeDataset_50,alternative_sum,64,64,7,0.0001,10,50,0.1,512,5.115220546722412,1.057985544204712,86.151168,1.9549499202742138,9.451924985909901
