dataset_name,model_type,batch_size,hidden_channels,num_layers,learning_rate,epochs,name,training_time,computation_time,peak_memory,throughput,computation_throughput
QM9,std_concat,512,32,7,0.0001,10,,21.939239978790283,17.921677827835083,326.92992,0.45580430359791313,0.5579834709710317
QM9,alternative_sum,512,32,7,0.0001,10,,25.273586988449097,21.499974489212036,221.860864,0.3956699935221046,0.465116830953342
QM9,std_concat,512,64,7,0.0001,10,,22.195846796035767,18.43800663948059,371.147264,0.45053473705657515,0.5423579780358353
QM9,alternative_sum,512,64,7,0.0001,10,,24.896281957626343,21.126811265945435,236.575232,0.4016664021165921,0.4733321973732554
QM9,std_concat,512,128,7,0.0001,10,,22.429643630981445,18.590793132781982,458.656256,0.4458385592086393,0.5379006655916444
QM9,alternative_sum,512,128,7,0.0001,10,,24.97858452796936,21.23598861694336,271.54432,0.40034294132250225,0.4708987267030928
QM9,std_concat,1024,32,7,0.0001,10,,14.594274759292603,10.95215630531311,623.96416,0.6852002011016483,0.9130622063117196
QM9,alternative_sum,1024,32,7,0.0001,10,,15.961962938308716,12.342681169509888,416.906752,0.6264893634103107,0.8101967362409871
QM9,std_concat,1024,64,7,0.0001,10,,14.532695055007935,10.842684745788574,703.836672,0.6881036147905699,0.9222808035513637
QM9,alternative_sum,1024,64,7,0.0001,10,,15.710451364517212,12.124347686767578,449.561088,0.6365189495818985,0.8247866407620366
QM9,std_concat,1024,128,7,0.0001,10,,15.224260330200195,11.708807945251465,895.717376,0.6568463612096223,0.8540579063862367
QM9,alternative_sum,1024,128,7,0.0001,10,,16.170955419540405,12.518747091293335,513.67936,0.6183926515508389,0.798801982904096
QM9,std_concat,2048,32,7,0.0001,10,,12.216920852661133,7.63635778427124,1203.27424,0.8185368572492442,1.3095248130721693
QM9,alternative_sum,2048,32,7,0.0001,10,,12.977856874465942,8.938846588134766,808.076288,0.7705432489146259,1.1187125655869055
QM9,std_concat,2048,64,7,0.0001,10,,12.341007471084595,8.218204498291016,1375.40096,0.8103066158439937,1.216810801201103
QM9,alternative_sum,2048,64,7,0.0001,10,,12.956401824951172,8.944916725158691,866.731008,0.7718192238173878,1.1179533926653287
QM9,std_concat,2048,128,7,0.0001,10,,14.182132244110107,10.285132884979248,1729.649152,0.7051125901151456,0.9722771802593172
QM9,alternative_sum,2048,128,7,0.0001,10,,13.542953491210938,9.548687934875488,993.872896,0.7383913713127471,1.0472643014624183
QM9,std_concat,4096,32,7,0.0001,10,,12.846765995025635,6.7477192878723145,2371.459072,0.7784060209294756,1.4819822184916633
QM9,alternative_sum,4096,32,7,0.0001,10,,12.90490460395813,7.599004745483398,1587.389952,0.7748991803420886,1.3159618048592054
QM9,std_concat,4096,64,7,0.0001,10,,13.006786108016968,7.905726194381714,2726.771712,0.768829433878083,1.2649059370544105
QM9,alternative_sum,4096,64,7,0.0001,10,,13.33496904373169,8.039077997207642,1710.591488,0.7499080025761782,1.2439237439260424
QM9,std_concat,4096,128,7,0.0001,10,,16.222102165222168,10.646870374679565,3430.512128,0.6164429183190911,0.9392431435797363
QM9,alternative_sum,4096,128,7,0.0001,10,,14.688333988189697,8.996259689331055,1962.939392,0.680812405820878,1.1115730698458286
PPI,std_concat,1,32,7,0.0001,10,,2.5455949306488037,1.8725287914276123,1298.681856,3.9283547745953706,5.340371825405162
PPI,alternative_sum,1,32,7,0.0001,10,,2.742938280105591,2.13031005859375,723.742208,3.645725488075891,4.6941523651262065
PPI,std_concat,1,64,7,0.0001,10,,2.635544776916504,2.042112112045288,1492.807168,3.7942819593069688,4.8968907931232275
PPI,alternative_sum,1,64,7,0.0001,10,,2.759312391281128,2.157839059829712,728.43264,3.6240912886840895,4.634265912671522
PPI,std_concat,1,128,7,0.0001,10,,3.100999593734741,2.5018951892852783,1884.7872,3.2247666269302315,3.996969994117428
PPI,alternative_sum,1,128,7,0.0001,10,,2.8402655124664307,2.2064990997314453,741.67552,3.5207976001216155,4.532066204430859
PPI,std_concat,2,32,7,0.0001,10,,2.646820306777954,1.6914241313934326,2569.381376,3.7781182101376842,5.9121776817514
PPI,alternative_sum,2,32,7,0.0001,10,,2.6756372451782227,1.8050975799560547,1351.209984,3.73742741771929,5.539866714708825
PPI,std_concat,2,64,7,0.0001,10,,2.757368326187134,1.896721601486206,2958.285312,3.626646431319503,5.272255027919934
PPI,alternative_sum,2,64,7,0.0001,10,,2.5979461669921875,1.705458641052246,1293.444096,3.8491944625541086,5.86352536454952
PPI,std_concat,2,128,7,0.0001,10,,3.51259446144104,2.4599366188049316,3519.872512,2.8468985275053655,4.06514538771252
PPI,alternative_sum,2,128,7,0.0001,10,,2.559973955154419,1.7783653736114502,1455.314432,3.9062897416848115,5.623141424358879
